SIMPLIFIED	TRADITIONAL	PINYIN	TRANSLATION
发现	發現	fāxiàn	discover; to find	deck#5	due@2024-09-26 21:41:18
而且	而且	érqiě	moreover; in addition; as well as	deck#4	due@2024-07-28 21:28:20
必须	必須	bìxū	must; have to	deck#4	due@2024-07-28 21:18:47
放	放	fàng	put; to place; to release; to free	deck#4	due@2024-07-28 21:41:58
为了	為了	wèile	in order to; for the sake of; for the purpose of	deck#5	due@2024-09-26 21:30:34
向	向	xiàng	direction; towards; to turn; to face	deck#4	due@2024-07-28 21:22:16
老	老	lǎo	old; aged; tough; often (Kangxi radical 125)	deck#6	due@2025-06-23 21:33:15
位	位	wèi	position; location; (polite mw for people)	deck#5	due@2024-09-26 21:30:30
先	先	xiān	first; early; before	deck#6	due@2025-06-23 21:27:06
种	種	zhǒng, zhòng	type; breed; race; seed | to plant	deck#3	due@2024-07-05 21:52:22
最后	最后	zuìhòu	last; final; ultimately	deck#5	due@2024-09-26 21:27:13
其他	其他	qítā	other; else	deck#4	due@2024-07-28 21:19:19
记得	記得	jìde	remember	deck#5	due@2024-09-26 21:40:36
或者	或者	huòzhě	or; possible; maybe; perhaps	deck#4	due@2024-07-28 21:53:38
过去	過去	guòqù	in the past; formerly	deck#5	due@2024-09-26 21:20:41
担心	擔心	dānxīn	to worry; feel anxious	deck#5	due@2024-09-26 21:58:46
条	條	tiáo	strip; (mw for long thin objects); item	deck#5	due@2024-09-26 21:47:37
以前	以前	yǐqián	before; formerly; previous	deck#5	due@2024-09-26 21:42:10
长	長	cháng, zhǎng	long; length | grow; chief (Kangxi radical 168)	deck#6	due@2025-06-23 21:18:36
世界	世界	shìjiè	world	deck#4	due@2024-07-28 21:29:27
重要	重要	zhòngyào	important; significant; major	deck#4	due@2024-07-28 21:57:49
别人	別人	biéren	other people; others	deck#6	due@2025-06-23 21:26:55
机会	機會	jīhuì	opportunity; chance; occasion	deck#4	due@2024-07-28 21:19:25
张	張	zhāng	(mw for flat objects); to spread out; (common surname)	deck#3	due@2024-07-05 21:59:50
接	接	jiē	connect; to meet; to pick up (somebody); to receive	deck#3	due@2024-07-05 21:33:44
比赛	比賽	bǐsài	(sports) match; competition	deck#4	due@2024-07-28 21:34:10
关	關	guān	to close; shut; concern; relationship; turn off; mountain pass	deck#5	due@2024-09-26 21:42:49
关系	關系	guānxi	relation; to concern	deck#4	due@2024-07-28 21:41:44
马	馬	mǎ	horse (Kangxi radical 187)	deck#6	due@2025-06-23 21:25:44
马上	馬上	mǎshàng	at once; immediately; right away	deck#6	due@2025-06-23 21:56:11
决定	決定	juédìng	decide; resolve	deck#5	due@2024-09-26 21:42:41
关于	關於	guānyú	about; regarding; concerning	deck#3	due@2024-07-05 21:29:20
难	難	nán, nàn	difficult | trouble; to blame	deck#5	due@2024-09-26 21:21:34
了解	了解	liǎojiě	comprehend; understand; know; find out	deck#3	due@2024-07-05 21:43:13
站	站	zhàn	stand; a station; be on one's feet; service center	deck#4	due@2024-07-28 21:43:21
结束	結束	jiéshù	to end; to finish; conclude	deck#3	due@2024-07-05 21:27:29
清楚	清楚	qīngchu	clear; distinct; be clear about	deck#3	due@2024-07-05 21:53:20
愿意	願意	yuànyì	be willing; want to; be ready	deck#3	due@2024-07-05 21:20:11
花	花	huā	flower; blossom; spend money; cost	deck#5	due@2024-09-26 21:53:45
照片	照片	zhàopiàn	picture; photograph	deck#5	due@2024-09-26 21:27:18
欢迎	歡迎	huānyíng	to welcome; greet	deck#4	due@2024-07-28 21:35:07
总是	總是	zǒngshì	always; eventually	deck#6	due@2025-06-23 21:56:23
嘴	嘴	zuǐ	mouth	deck#2	due@2024-06-29 21:17:41
参加	參加	cānjiā	participate; join; take part in	deck#6	due@2025-06-23 21:27:34
办法	辦法	bànfǎ	method; way (of doing something)	deck#3	due@2024-07-05 21:32:18
选择	選擇	xuǎnzé	select; to pick; choose	deck#3	due@2024-07-05 21:47:23
坏	壞	huài	bad; broken	deck#4	due@2024-07-28 21:39:20
打算	打算	dǎsuàn	to plan; intend	deck#5	due@2024-09-26 21:58:14
试	試	shì	to try; to test; examination	deck#4	due@2024-07-28 21:24:29
特别	特別	tèbié	special; especially; particular	deck#5	due@2024-09-26 21:37:53
注意	注意	zhùyì	pay attention to; take notice of; be careful	deck#4	due@2024-07-28 21:45:21
其实	其實	qíshí	actually; in fact	deck#3	due@2024-07-05 21:20:29
小心	小心	xiǎoxīn	be careful	deck#5	due@2024-09-26 21:23:02
久	久	jiǔ	long (time)	deck#6	due@2025-06-23 21:33:47
只有	隻有	zhǐyǒu	only	deck#6	due@2025-06-23 21:35:59
讲	講	jiǎng	to talk; to lecture; to explain; a speech	deck#5	due@2024-09-26 21:53:00
故事	故事	gùshi	story; tale	deck#5	due@2024-09-26 21:52:55
换	換	huàn	change; to exchange; to barter; to trade	deck#2	due@2024-06-29 21:31:56
结婚	結婚	jiéhūn	get married	deck#4	due@2024-07-28 21:49:49
段	段	duàn	paragraph; segment; section	deck#2	due@2024-06-29 21:41:51
努力	努力	nǔlì	to work hard; to strive	deck#6	due@2025-06-23 21:57:16
害怕	害怕	hàipà	afraid of; to fear	deck#3	due@2024-07-05 21:32:06
刚才	剛才	gāngcái	just now; a moment ago	deck#5	due@2024-09-26 21:39:38
节目	節目	jiémù	program; item (on a program)	deck#5	due@2024-09-26 21:54:02
辆	輛	liàng	(mw for vehicles)	deck#5	due@2024-09-26 21:49:32
万	萬	wàn	ten thousand	deck#3	due@2024-07-05 21:20:56
解决	解決	jiějué	settle (a dispute); resolve; solve	deck#2	due@2024-06-29 21:27:56
办公室	辦公室	bàngōngshì	office	deck#5	due@2024-09-26 21:35:51
奇怪	奇怪	qíguài	strange; odd	deck#5	due@2024-09-26 21:55:35
同意	同意	tóngyì	agree; to consent; approve	deck#5	due@2024-09-26 21:54:55
游戏	游戲	yóuxì	game; play; recreation	deck#4	due@2024-07-28 21:58:00
帮忙	幫忙	bāngmáng	to help	deck#4	due@2024-07-28 21:46:16
国家	國家	guójiā	country; state; nation	deck#5	due@2024-09-26 21:33:13
最近	最近	zuìjìn	recently; lately; these days	deck#6	due@2025-06-23 21:38:01
声音	聲音	shēngyīn	sound; voice	deck#5	due@2024-09-26 21:22:29
可爱	可愛	kě'ài	cute; lovely	deck#6	due@2025-06-23 21:30:41
分	分	fēn, fèn	divide; part; minute; cent | component; share; ingredient	deck#4	due@2024-07-28 21:44:13
完成	完成	wánchéng	to complete; accomplish; to fulfill	deck#3	due@2024-07-05 21:29:11
半	半	bàn	half; semi-; incomplete	deck#5	due@2024-09-26 21:22:40
要求	要求	yāoqiú	to request; to demand; requirement	deck#4	due@2024-07-28 21:38:11
除了	除了	chúle	besides; except for; aside from; in addition to	deck#5	due@2024-09-26 21:43:18
容易	容易	róngyì	easy; likely; liable (to)	deck#6	due@2025-06-23 21:56:17
教	教	jiāo, jiào	teach; instruct | religion; teaching	deck#4	due@2024-07-28 21:25:32
脸	臉	liǎn	face	deck#5	due@2024-09-26 21:51:41
简单	簡單	jiǎndān	simple; not complicated	deck#3	due@2024-07-05 21:51:08
检查	檢查	jiǎnchá	to check; examine; inspect	deck#3	due@2024-07-05 21:22:06
音乐	音樂	yīnyuè	music	deck#6	due@2025-06-23 21:18:14
越	越	yuè	even more; the more; exceed	deck#5	due@2024-09-26 21:31:03
照顾	照顧	zhàogu	take care of; look after; give consideration	deck#2	due@2024-06-29 21:28:06
聪明	聰明	cōngming	intelligent; clever; bright; smart	deck#5	due@2024-09-26 21:30:11
甜	甜	tián	sweet	deck#3	due@2024-07-05 21:57:32
突然	突然	tūrán	sudden; abrupt	deck#6	due@2025-06-23 21:54:47
终于	終於	zhōngyú	at last; in the end; finally	deck#5	due@2024-09-26 21:32:48
船	船	chuán	a boat; vessel; ship	deck#5	due@2024-09-26 21:58:38
口	口	kǒu	mouth (Kangxi radical 30)	deck#6	due@2025-06-23 21:19:06
回答	回答	huídá	to reply; to answer	deck#4	due@2024-07-28 21:39:06
礼物	禮物	lǐwù	gift; present	deck#5	due@2024-09-26 21:38:35
头发	頭發	tóufa	hair (on the head)	deck#5	due@2024-09-26 21:20:15
关心	關心	guānxīn	concerned about/with	deck#3	due@2024-07-05 21:38:24
脚	腳	jiǎo	foot (body part)	deck#3	due@2024-07-05 21:19:53
生气	生氣	shēngqì	angry; mad	deck#4	due@2024-07-28 21:18:55
哭	哭	kū	cry; weep	deck#6	due@2025-06-23 21:39:22
画	畫	huà	draw; picture; painting	deck#4	due@2024-07-28 21:42:55
年轻	年輕	niánqīng	young	deck#5	due@2024-09-26 21:17:06
包	包	bāo	to cover; to wrap; to hold; include; (mw for containers, packages, etc.)	deck#4	due@2024-07-28 21:44:53
腿	腿	tuǐ	leg	deck#3	due@2024-07-05 21:30:02
忘记	忘記	wàngjì	forget	deck#5	due@2024-09-26 21:30:07
搬	搬	bān	to move; to transport	deck#2	due@2024-06-29 21:40:32
楼	樓	lóu	story; floor; (multi-story) building	deck#4	due@2024-07-28 21:38:58
遇到	遇到	yùdào	to meet; run into; come across	deck#3	due@2024-07-05 21:36:36
新闻	新聞	xīnwén	news	deck#4	due@2024-07-28 21:39:13
比较	比較	bǐjiào	compare; contrast; relatively	deck#5	due@2024-09-26 21:30:52
双	雙	shuāng	two; double; (mw for pairs)	deck#5	due@2024-09-26 21:49:17
见面	見面	jiànmiàn	meet/see somebody (face to face); meeting	deck#4	due@2024-07-28 21:42:28
经常	經常	jīngcháng	often; frequently; daily	deck#5	due@2024-09-26 21:18:26
城市	城市	chéngshì	city or town	deck#6	due@2025-06-23 21:17:44
一会儿	一會兒	yíhuìr	a while; a moment	deck#6	due@2025-06-23 21:43:59
附近	附近	fùjìn	(in the) vicinity; nearby; neighboring	deck#3	due@2024-07-05 21:54:26
借	借	jiè	lend; borrow; excuse	deck#3	due@2024-07-05 21:58:26
影响	影響	yǐngxiǎng	influence; affect; effect	deck#2	due@2024-06-29 21:45:36
认真	認真	rènzhēn	serious; earnest; take seriously	deck#4	due@2024-07-28 21:56:32
米	米	mǐ	rice; meter (Kangxi radical 119)	deck#6	due@2025-06-23 21:59:55
差	差	chà, chā, chāi, cī	differ from; fall short of; poor; inferior | difference | to dispatch	deck#3	due@2024-07-05 21:18:03
银行	銀行	yínháng	bank	deck#2	due@2024-06-29 21:55:29
安静	安靜	ānjìng	quiet; peaceful; calm	deck#4	due@2024-07-28 21:59:44
多么	多麼	duōme	how (wonderful, etc.); what (a great idea)	deck#5	due@2024-09-26 21:42:46
饿	餓	è	hungry	deck#5	due@2024-09-26 21:43:30
根据	根據	gēnjù	according to; based on; basis	deck#2	due@2024-06-29 21:52:45
几乎	幾乎	jīhū	almost	deck#3	due@2024-07-05 21:23:22
后来	后來	hòulái	afterwards; after; later	deck#4	due@2024-07-28 21:36:14
动物	動物	dòngwù	animal	deck#4	due@2024-07-28 21:43:57
西	西	xī	West (Kangxi radical 146)	deck#6	due@2025-06-23 21:59:53
一边	一邊	yìbiān	one side; on the one hand; at the same time	deck#4	due@2024-07-28 21:28:57
舒服	舒服	shūfu	comfortable; feeling well	deck#4	due@2024-07-28 21:57:12
一般	一般	yìbān	general; ordinary; common; same	deck#4	due@2024-07-28 21:48:01
叔叔	叔叔	shūshu	(informal) father's younger brother; uncle	deck#4	due@2024-07-28 21:39:26
疼	疼	téng	ache; sore; (it) hurts; love fondly	deck#4	due@2024-07-28 21:21:39
迟到	遲到	chídào	arrive late	deck#5	due@2024-09-26 21:41:13
历史	歷史	lìshǐ	history	deck#3	due@2024-07-05 21:49:41
啤酒	啤酒	píjiǔ	beer	deck#5	due@2024-09-26 21:26:52
短	短	duǎn	short (in length, duration, or height); lack	deck#4	due@2024-07-28 21:18:59
经过	經過	jīngguò	to pass; go through; as a result of	deck#3	due@2024-07-05 21:24:26
周末	周末	zhōumò	weekend	deck#4	due@2024-07-28 21:20:36
班	班	bān	team; class; squad	deck#5	due@2024-09-26 21:47:51
习惯	習慣	xíguàn	habit; be accustomed to; usual practice	deck#4	due@2024-07-28 21:40:48
公园	公園	gōngyuán	public park	deck#6	due@2025-06-23 21:16:57
干净	干淨	gānjìng	clean; neat and tidy	deck#5	due@2024-09-26 21:33:05
鸟	鳥	niǎo	bird (Kangxi radical 196)	deck#6	due@2025-06-23 21:59:58
健康	健康	jiànkāng	health; healthy	deck#4	due@2024-07-28 21:53:57
树	樹	shù	tree	deck#3	due@2024-07-05 21:57:54
蛋糕	蛋糕	dàngāo	cake	deck#3	due@2024-07-05 21:22:35
元	元	yuán	Chinese monetary unit; dollar; first; principal	deck#3	due@2024-07-05 21:23:09
客人	客人	kèrén	guest; customer	deck#5	due@2024-09-26 21:55:39
会议	會議	huìyì	meeting; conference	deck#5	due@2024-09-26 21:54:41
奶奶	奶奶	nǎinai	grandma; (informal) paternal grandmother	deck#6	due@2025-06-23 21:21:50
裤子	褲子	kùzi	pants; trousers	deck#3	due@2024-07-05 21:29:35
邻居	鄰居	línjū	neighbor	deck#2	due@2024-06-29 21:37:21
经理	經理	jīnglǐ	manager; director	deck#3	due@2024-07-05 21:43:48
层	層	céng	(mw for layers, floors of buildings)	deck#4	due@2024-07-28 21:44:57
灯	燈	dēng	lamp; light	deck#5	due@2024-09-26 21:32:53
练习	練習	liànxí	practice; exercise	deck#4	due@2024-07-28 21:55:01
爷爷	爺爺	yéye	(informal) father's father; paternal grandfather	deck#3	due@2024-07-05 21:25:11
蓝	藍	lán	blue	deck#5	due@2024-09-26 21:57:27
难过	難過	nánguò	be grieved; be sad; have a hard time	deck#3	due@2024-07-05 21:26:02
中间	中間	zhōngjiān	center; middle; between; among	deck#4	due@2024-07-28 21:57:41
帽子	帽子	màozi	hat; cap	deck#3	due@2024-07-05 21:42:06
司机	司機	sījī	driver; chauffeur	deck#3	due@2024-07-05 21:39:52
旧	舊	jiù	old; past; used	deck#6	due@2025-06-23 21:47:26
满意	滿意	mǎnyì	satisfied; pleased	deck#4	due@2024-07-28 21:40:00
骑	騎	qí	to ride (an animal or bike); to sit astride	deck#5	due@2024-09-26 21:49:35
太阳	太陽	tàiyáng	the sun	deck#5	due@2024-09-26 21:30:15
极	極	jí	an extreme; pole; very	deck#3	due@2024-07-05 21:36:48
主要	主要	zhǔyào	main; principal; major	deck#4	due@2024-07-28 21:29:40
同事	同事	tóngshì	colleague; co-worker	deck#4	due@2024-07-28 21:26:10
鼻子	鼻子	bízi	nose	deck#3	due@2024-07-05 21:33:56
角	角	jiǎo, jué	horn; angle; unit of money (1/10 yuan); corner (Kangxi radical 148) | role (theater)	deck#4	due@2024-07-28 21:47:47
变化	變化	biànhuà	change	deck#3	due@2024-07-05 21:38:52
东	東	dōng	East	deck#6	due@2025-06-23 21:25:42
年级	年級	niánjí	grade; year (in school)	deck#3	due@2024-07-05 21:34:26
环境	環境	huánjìng	environment; surroundings	deck#3	due@2024-07-05 21:21:04
胖	胖	pàng	fat; plump	deck#3	due@2024-07-05 21:32:59
地图	地圖	dìtú	map	deck#4	due@2024-07-28 21:57:06
面包	面包	miànbāo	bread	deck#4	due@2024-07-28 21:17:26
电子邮件	電子郵件	diànzǐ yóujiàn	email	deck#4	due@2024-07-28 21:45:17
耳朵	耳朵	ěrduo	ear	deck#4	due@2024-07-28 21:54:34
裙子	裙子	qúnzi	skirt	deck#4	due@2024-07-28 21:47:02
新鲜	新鮮	xīnxiān	fresh (experience, food, etc.); new; novel	deck#4	due@2024-07-28 21:58:32
放心	放心	fàng xīn	relax; feel relieved; rest assured	deck#4	due@2024-07-28 21:44:38
聊天	聊天	liáotiān	to chat	deck#3	due@2024-07-05 21:48:42
南	南	nán	South	deck#6	due@2025-06-23 21:47:07
热情	熱情	rèqíng	cordial; warm; enthusiastic	deck#5	due@2024-09-26 21:43:37
信用卡	信用卡	xìnyòngkǎ	credit card	deck#4	due@2024-07-28 21:39:47
电梯	電梯	diàntī	elevator	deck#3	due@2024-07-05 21:37:39
方便	方便	fāngbiàn	convenient	deck#3	due@2024-07-05 21:24:09
洗手间	洗手間	xǐshǒujiān	toilet; lavatory; washroom	deck#6	due@2025-06-23 21:59:20
洗澡	洗澡	xǐzǎo	bathe; take a bath or shower; bath or shower	deck#5	due@2024-09-26 21:21:47
饮料	飲料	yǐnliào	beverage; drink	deck#3	due@2024-07-05 21:45:56
校长	校長	xiàozhǎng	principal (of school, college or university); president; headmaster	deck#3	due@2024-07-05 21:51:29
水平	水平	shuǐpíng	level; standard; horizontal	deck#4	due@2024-07-28 21:50:53
作业	作業	zuòyè	school assignment; homework; task	deck#6	due@2025-06-23 21:34:29
衬衫	襯衫	chènshān	shirt; blouse	deck#2	due@2024-06-29 21:49:12
成绩	成績	chéngjì	achievement; success; results (of work or study)	deck#2	due@2024-06-29 21:21:29
碗	碗	wǎn	bowl; cup	deck#5	due@2024-09-26 21:47:41
阿姨	阿姨	āyí	auntie; step-mother; mother's younger sister	deck#4	due@2024-07-28 21:31:27
图书馆	圖書館	túshūguǎn	library	deck#4	due@2024-07-28 21:57:01
文化	文化	wénhuà	culture; civilization	deck#4	due@2024-07-28 21:26:48
绿	綠	lǜ	green	deck#3	due@2024-07-05 21:18:33
打扫	打掃	dǎsǎo	to clean; to sweep	deck#4	due@2024-07-28 21:18:39
草	草	cǎo	grass; straw; draft (of a document)	deck#3	due@2024-07-05 21:25:17
冰箱	冰箱	bīngxiāng	refrigerator	deck#4	due@2024-07-28 21:29:49
数学	數學	shùxué	mathematics	deck#4	due@2024-07-28 21:56:05
自行车	自行車	zìxíngchē	bike; bicycle	deck#5	due@2024-09-26 21:56:51
着急	著急	zháojí	to worry; feel anxious	deck#2	due@2024-06-29 21:32:42
瘦	瘦	shòu	thin; tight; lean	deck#2	due@2024-06-29 21:36:43
提高	提高	tígāo	to raise; heighten; improve	deck#4	due@2024-07-28 21:25:39
起飞	起飛	qǐfēi	take off (in an airplane); liftoff	deck#6	due@2025-06-23 21:56:41
矮	矮	ǎi	short; low	deck#3	due@2024-07-05 21:38:42
地铁	地鐵	dìtiě	subway	deck#2	due@2024-06-29 21:41:29
体育	體育	tǐyù	physical training; sports	deck#3	due@2024-07-05 21:24:41
刻	刻	kè	quarter (hour); (mw for short time intervals); carve; to cut	deck#5	due@2024-09-26 21:36:07
护照	護照	hùzhào	passport	deck#3	due@2024-07-05 21:45:07
节日	節日	jiérì	holiday; festival	deck#4	due@2024-07-28 21:50:46
盘子	盤子	pánzi	plate; dish; tray	deck#4	due@2024-07-28 21:48:55
一共	一共	yígòng	altogether; in total	deck#3	due@2024-07-05 21:30:47
瓶子	瓶子	píngzi	bottle	deck#3	due@2024-07-05 21:43:28
街道	街道	jiēdào	street	deck#3	due@2024-07-05 21:22:25
锻炼	鍛煉	duànliàn	to exercise; work out; toughen; to temper	deck#2	due@2024-06-29 21:33:33
感冒	感冒	gǎnmào	catch cold; (common) cold	deck#4	due@2024-07-28 21:59:32
爱好	愛好	àihào	hobby; fond of; to like; interest	deck#5	due@2024-09-26 21:30:36
超市	超市	chāoshì	supermarket	deck#4	due@2024-07-28 21:35:00
月亮	月亮	yuèliang	the moon	deck#5	due@2024-09-26 21:34:07
饱	飽	bǎo	eat until full; satisfied	deck#5	due@2024-09-26 21:26:38
有名	有名	yǒumíng	famous; well-known	deck#6	due@2025-06-23 21:59:37
香蕉	香蕉	xiāngjiāo	banana	deck#3	due@2024-07-05 21:22:57
笔记本	筆記本	bǐjìběn	notebook	deck#4	due@2024-07-28 21:59:03
夏	夏	xià	summer	deck#5	due@2024-09-26 21:19:03
菜单	菜單	càidān	menu	deck#5	due@2024-09-26 21:56:45
北方	北方	běifāng	north; the northern part of the country	deck#5	due@2024-09-26 21:29:45
上网	上網	shàngwǎng	to surf the web; to go online	deck#6	due@2025-06-23 21:34:15
季节	季節	jìjié	season; time; period	deck#3	due@2024-07-05 21:44:26
渴	渴	kě	thirsty	deck#5	due@2024-09-26 21:29:30
发烧	發燒	fāshāo	have a fever	deck#2	due@2024-06-29 21:35:39
不但	不但	búdàn	not only	deck#4	due@2024-07-28 21:24:54
空调	空調	kōngtiáo	air conditioning	deck#3	due@2024-07-05 21:50:33
照相机	照相機	zhàoxiàngjī	camera	deck#4	due@2024-07-28 21:26:34
春	春	chūn	spring (season); joyful	deck#5	due@2024-09-26 21:52:27
伞	傘	sǎn	umbrella; parasol	deck#3	due@2024-07-05 21:53:30
公斤	公斤	gōngjīn	kilogram	deck#5	due@2024-09-26 21:40:05
个子	個子	gèzi	height; stature; build	deck#3	due@2024-07-05 21:51:54
熊猫	熊貓	xióngmāo	panda	deck#4	due@2024-07-28 21:18:08
刷牙	刷牙	shuāyá	brush one's teeth	deck#3	due@2024-07-05 21:55:16
复习	復習	fùxí	revise; to review	deck#5	due@2024-09-26 21:17:18
冬	冬	dōng	winter	deck#5	due@2024-09-26 21:34:01
请假	請假	qǐng jià	to ask for time off	deck#3	due@2024-07-05 21:36:59
中文	中文	Zhōngwén	Chinese (language)	deck#6	due@2025-06-23 21:55:05
秋	秋	qiū	autumn; fall; harvest time	deck#4	due@2024-07-28 21:59:07
句子	句子	jùzi	sentence	deck#5	due@2024-09-26 21:29:53
行李箱	行李箱	xínglǐxiāng	trunk; suitcase	deck#3	due@2024-07-05 21:41:08
筷子	筷子	kuàizi	chopsticks	deck#6	due@2025-06-23 21:30:19
皮鞋	皮鞋	píxié	leather shoes	deck#3	due@2024-07-05 21:23:47
爬山	爬山	páshān	mountain climbing	deck#6	due@2025-06-23 21:27:02
黑板	黑板	hēibǎn	blackboard	deck#6	due@2025-06-23 21:22:46
感兴趣	感興趣	gǎn xìngqù	be interested in	deck#3	due@2024-07-05 21:50:09
词典	詞典	cídiǎn	dictionary	deck#6	due@2025-06-23 21:49:26
留学	留學	liú xué	study abroad	deck#5	due@2024-09-26 21:17:31
刮风	刮風	guāfēng	windy; to blow (wind)	deck#4	due@2024-07-28 21:44:45
黄河	黃河	huánghé	Yellow River	deck#4	due@2024-07-28 21:19:45
#METADATA:
#--decks immediate,daily,weekly,monthly,quarterly,yearly
#--intervals 0,1440,10080,43200,129600,518400
#--showcolumns SIMPLIFIED
#--showcolumns TRADITIONAL,PINYIN,TRANSLATION
